amount,time_of_day,velocity,device_age,location_dev,is_new_merchant,is_fraud
31168.67336010962,9,1,794,0.01663408380976783,1,0
16551.592262383932,20,2,501,0.8834855764079825,0,0
3187.2819307983214,19,1,241,0.5879344701458835,0,0
15556.006262565954,15,2,170,0.04514666226476416,0,0
16265.914268117085,7,4,859,0.23976742019163255,0,0
36483.01285511982,3,1,294,0.5942009105676547,0,0
31881.497993047105,9,1,922,0.035601265459815123,1,0
44361.765001390566,11,1,739,0.7799874019577623,0,0
23616.024108845846,13,3,315,0.9199220668306032,1,1
5988.516354455702,15,4,127,0.9612203933019373,1,0
35665.10691327752,21,6,468,0.7336592469005252,0,0
38041.644580358705,17,1,792,0.8568254708395171,0,0
28068.247106499115,20,1,367,0.6107074623297364,1,0
38550.649325928505,21,6,21,0.45854366454157447,1,1
24694.841862255893,20,2,316,0.7131347533722072,0,0
26141.414140805882,11,2,758,0.224180664262695,1,0
21382.775507743896,17,3,90,0.10978432619555023,1,0
1280.7021459373184,6,4,404,0.7618509761288986,1,0
5403.492435395289,19,0,518,0.958186792985869,0,0
1581.1449924798453,23,3,451,0.5774793323280235,1,0
31824.15645907638,22,3,778,0.48254237099786035,1,0
15724.65549400557,6,3,908,0.5344042312721845,1,0
25433.44885132349,8,1,609,0.4784641843848325,0,0
45379.24803156539,0,0,150,0.4422002811772382,0,0
12472.118535152258,5,0,446,0.9470356941462128,1,0
20525.04232255113,5,1,957,0.4797631911282484,1,0
37780.001415767,21,1,80,0.08110244101397857,1,0
11447.620292926207,11,1,17,0.7655166790702365,0,0
3858.2256923413615,21,1,138,0.3915616034079147,0,0
14494.675131159263,11,5,652,0.7106935457488837,1,0
8069.452149827681,9,3,851,0.5795693595744067,1,0
46485.585640605226,22,2,508,0.7131800651558505,1,0
40407.937774425205,5,1,552,0.06199395703567956,1,0
31673.853787956068,16,1,919,0.03387332266782306,1,0
43574.31490348401,18,1,680,0.3785416248511412,1,0
40185.56712418673,17,3,74,0.6931661378219408,1,0
9336.637243712932,5,6,74,0.2236825269059941,0,0
44629.02433451399,23,2,50,0.43340071796257207,0,0
26971.71867336338,18,4,10,0.9808102639729744,0,0
40373.93335665148,9,0,103,0.2148745545173455,1,0
44805.60408317543,23,3,862,0.8479434617713636,0,1
15906.993713843474,7,6,388,0.8254608848111966,1,0
5511.495707138562,20,2,385,0.8913521852889884,0,0
11404.478775471665,23,3,299,0.9151417436287872,0,0
21361.118353426555,5,2,339,0.5073201923981322,0,0
40902.55814846543,20,1,389,0.6819337831955757,0,0
43037.921856984605,6,1,990,0.6188909120156943,0,0
357.5370052542233,23,2,474,0.30894854036555697,1,0
25542.25765585251,0,5,616,0.27978758615470734,1,0
20876.376047407462,17,2,802,0.3415699695010913,0,0
11113.169445431806,23,1,962,0.21845773200769214,1,0
6002.069713010804,19,2,792,0.7573835504927955,0,0
16887.38241846736,11,1,142,0.9645728684265158,0,0
47146.056098586836,15,2,809,0.8677717418380783,0,0
16166.914571717554,9,1,170,0.21794040408838056,1,0
25944.343180950873,9,0,13,0.051915470712179834,0,0
35153.91775516994,13,2,669,0.757093907072175,0,0
18187.843822940908,19,2,449,0.3902138059086162,1,0
48589.38631522082,9,2,174,0.8246126161667149,0,1
48122.74027415614,9,0,674,0.7792357965864521,1,0
12596.596968309954,10,2,959,0.6254102519990077,1,0
24867.45280956035,22,2,132,0.2553393343793954,1,0
15050.906707740316,1,2,540,0.10403576783014701,1,0
14249.176313929605,19,0,595,0.2526483260561352,1,0
1853.9784982530944,7,1,897,0.5097596953454672,1,0
30482.121055655043,22,3,932,0.979462975642382,1,1
25138.924371210785,6,1,875,0.06368724020035865,1,0
2583.422774986968,7,0,269,0.2000720008159318,1,0
13939.536747188205,0,2,251,0.6272794576924252,1,0
45414.21163947302,20,2,370,0.3043643946670277,1,0
11985.698914441951,1,1,618,0.8585042994398843,1,1
7253.294655840243,17,2,773,0.13941698706559502,1,0
24477.743486275376,14,1,865,0.9631575235839414,1,1
49282.666200988926,0,2,526,0.9123748915165268,1,1
12110.343022859906,4,0,592,0.8875290560107212,1,1
33610.05601481987,1,2,888,0.1730690417634161,1,1
38083.36457028259,19,2,506,0.3294961242526443,0,0
11889.500824180059,2,2,672,0.8040968422335274,0,0
36413.53526710686,18,2,178,0.8078080655599461,1,0
18395.47880463547,17,2,667,0.7051754152071323,1,0
31618.96847137304,21,2,547,0.4480508815337517,0,0
31680.150240937128,17,1,259,0.3115892706734371,0,0
26793.376456897175,13,3,260,0.9629579361817271,1,1
4523.585605019871,23,3,135,0.139262269888346,1,0
41766.77175450601,7,1,461,0.04375406096195611,0,0
16045.795447937075,11,0,489,0.009130519989861141,1,0
9334.060334888713,20,0,643,0.7750269096336885,0,0
2048.3493263226483,9,1,81,0.05670514596673948,1,0
29548.73822998021,22,2,367,0.5386436044719121,0,0
33881.4424484957,19,2,59,0.3672924410673024,1,0
839.225568103529,16,4,74,0.14690789007220695,1,0
25609.531984381058,10,0,239,0.7405954868872031,0,0
11332.523802144919,1,1,129,0.055006831043934556,1,0
32262.1877925684,3,5,412,0.31839383858545234,0,0
8726.577785959522,0,4,315,0.562191225420091,0,0
34549.977527742274,14,0,374,0.4024157233562522,0,0
19342.899961563864,12,2,437,0.25914819865920014,1,0
46837.13213694936,7,2,138,0.9260010047060467,0,0
6884.671997858202,3,5,455,0.9309703884986641,1,0
17059.906889002425,9,0,615,0.4160945396092264,0,0
5682.541326817048,18,0,899,0.3937444167614199,0,0
46235.43397774535,17,2,903,0.3073850474867009,0,0
43868.19427551524,4,1,9,0.8557561929123605,0,1
12904.501969480629,18,3,232,0.5679152859949044,1,0
33002.60246124861,22,0,611,0.08952221290245521,1,0
40862.93778805878,21,3,730,0.8533207031183675,1,1
27764.48857185712,15,1,965,0.5348862699570007,1,0
26487.232412016765,0,3,397,0.41559180410590846,1,0
12100.19602211358,11,0,749,0.3378649436435579,1,0
4664.207362616901,23,1,734,0.09942659031294487,0,0
44861.81574008681,1,1,680,0.9567021564008694,1,1
45021.89867759489,20,1,882,0.7412435174723017,1,0
31658.741849090664,7,1,574,0.1317775630989807,1,0
16958.099254524546,17,3,318,0.5112688191348344,1,0
17466.98663488692,15,5,999,0.555575197786287,1,0
36300.524386723264,4,3,507,0.1678887570307558,1,1
44856.54189502933,21,2,522,0.4272215288623039,0,0
44355.45034901321,12,1,746,0.645746115454008,0,0
38995.97853742262,18,1,87,0.2840105718147601,1,0
32105.161991252844,2,4,779,0.33160895488994835,0,0
4216.156850102491,7,2,716,0.12202847706500808,1,0
8089.819417589742,11,3,318,0.41324064432575613,0,0
44928.723884468694,1,1,333,0.5838572847082947,1,1
30325.3886923829,10,1,360,0.11652554069931698,0,0
469.7606103153161,11,2,241,0.6147843588350356,0,0
5082.562427872945,17,1,56,0.3977932147528124,1,0
33178.45343771171,12,2,110,0.6781822543908081,1,0
263.0285764724722,4,5,49,0.314836975516826,0,0
8048.794490360758,21,1,755,0.5684992382916041,1,0
27441.20213043564,11,3,16,0.6128028482598014,1,0
34597.84093265774,1,1,73,0.6905073991461447,1,1
32601.543362535,4,3,884,0.7569389835372993,1,1
11221.222779933383,6,3,202,0.13635170989990797,1,0
35611.839275163315,23,3,93,0.9652427422002774,1,1
11870.081883965035,11,3,649,0.8436454156537618,0,0
16276.730910981794,15,3,33,0.5623187825986172,1,0
37327.10534185003,22,4,600,0.890358870778358,1,1
32485.14862337026,7,0,419,0.3824329679807493,0,0
42462.67829060395,8,3,203,0.034286551606133475,0,0
32884.06848609416,14,2,551,0.7270313808679431,0,0
28419.747080740228,4,0,626,0.94334414935536,1,1
4692.801643726343,12,5,845,0.16185466357530232,0,0
18392.112994941082,4,3,759,0.6438739470163355,0,0
13267.466360409455,10,2,855,0.8134255606523169,0,0
12207.042272520388,9,1,921,0.905067051638083,0,0
48650.797632074755,19,3,882,0.276527759115186,0,0
19660.955256091354,12,0,720,0.12873380938473156,0,0
44603.40729330389,8,0,312,0.2478501138759348,0,0
31560.619913603172,20,1,944,0.5777216410191356,0,0
39742.617064047,13,1,469,0.9187282564955316,1,1
25136.828284328552,17,2,394,0.5825358111985062,1,0
28849.425192471692,14,3,809,0.9196213008359965,0,0
24630.959514005008,9,2,872,0.7700370236912191,1,0
9770.196960024245,23,3,211,0.5983894641678092,1,0
36125.38124192265,6,3,867,0.021798509263329602,1,0
14045.810398418382,7,3,571,0.33307576787614124,0,0
1225.5551619083774,2,3,156,0.057459557224906255,0,0
32277.160072399318,14,4,634,0.32224235027402837,1,0
8863.762863558377,15,3,632,0.0623334981584408,0,0
47023.52463180219,3,2,809,0.16781586145006244,1,0
47696.88956435934,20,0,322,0.4106859162424089,0,0
45744.07086712022,5,4,435,0.5148847454329807,1,0
18514.233425769664,0,5,574,0.21714168829285485,0,0
782.6762602780827,3,4,670,0.7325773792579889,0,0
46416.644943760395,10,1,40,0.5903646218670198,1,0
21414.92557438254,11,0,754,0.6917605307632778,1,0
48333.07440399304,4,2,40,0.7327656810934132,1,0
48181.36265469175,22,4,453,0.7269203385810236,1,0
42651.94267881333,20,1,870,0.9362339011968529,0,0
14729.500114558588,15,0,190,0.23722033391466701,0,0
19261.035452810243,12,1,746,0.2701556392312682,1,0
42558.32220912768,12,4,15,0.09420106800215067,1,0
15852.93103776232,16,2,124,0.5925863574311031,0,0
8482.942406837763,6,0,740,0.3951855076378654,0,0
27844.495110292923,7,3,899,0.49619888066776285,0,0
46808.37716029744,12,2,280,0.1698214577141398,0,0
34804.5295357819,22,6,937,0.6490602505713831,1,0
28507.357892767355,15,2,959,0.6190193606394512,1,0
4867.852923600719,3,2,48,0.26478442693201953,0,0
30754.211262691497,7,4,189,0.46541669042607403,0,0
49502.791966712124,15,3,304,0.8943009381072797,1,1
7012.799921673836,20,1,559,0.7734990343257986,1,0
25921.2993216632,9,2,696,0.22694387676333172,0,0
43869.87986567849,11,2,105,0.8788548524996034,1,1
37041.02320153268,11,3,369,0.06731297342154285,1,0
34853.81689235345,4,2,501,0.4139285660554123,0,0
35127.17935851559,15,1,460,0.08011822753739606,1,0
17980.96264947556,0,0,247,0.9242141941864884,0,0
14686.656294782024,8,2,264,0.040702441820043345,0,0
40469.964162370896,11,2,206,0.151240296107912,0,0
40507.568600012244,4,1,507,0.9150399438365512,1,1
43354.945205819386,21,1,530,0.5821576449006293,1,0
45662.895222298,19,0,364,0.7951879750962659,1,0
25572.00651905828,21,4,763,0.016406760261795106,0,0
25080.799571413107,23,1,750,0.41909507055531725,1,0
39916.77599654909,2,0,340,0.9844656302742807,1,1
32501.69689958048,4,1,407,0.5798190660301559,0,0
35101.32419411259,1,1,453,0.8496827885999187,1,1
39791.675545110695,13,2,833,0.9635594768968787,1,1
44501.36703746014,1,3,877,0.6850405090224067,0,0
16906.377891008276,12,3,814,0.3276304616931808,1,0
18785.3918024708,6,2,578,0.30860693427113384,1,0
4708.157172645041,9,3,848,0.07127740787646797,1,0
28918.224248398736,12,3,965,0.4277721020060995,1,0
1806.7542670991368,15,3,150,0.9153894156218805,1,0
23285.244926441683,13,2,193,0.4780624265939808,1,0
27136.805289031756,10,2,908,0.9109949101267809,0,0
14334.197193892938,9,1,147,0.8171419332282389,0,0
29545.754695844847,5,3,406,0.9841871132899467,0,1
1534.707494453081,3,2,183,0.9476952818920631,1,1
1877.0359555732286,20,2,106,0.7064832690529896,0,0
41131.80202737632,0,1,236,0.8712172868759749,0,0
18015.93016414903,6,0,638,0.7480777016323756,0,0
6361.7550274677205,23,2,958,0.7033945146422178,1,0
26116.94057013967,8,1,179,0.7155595778978022,0,0
38501.977719399554,7,2,432,0.721043675357962,1,0
10798.893164567191,4,1,401,0.37941901186154847,0,0
31148.294886191823,18,2,525,0.42356241605258416,0,0
4276.519775038462,9,1,743,0.29407115917304427,0,0
2593.5692412186986,10,1,540,0.14826057567132944,0,0
26572.41803209172,14,3,891,0.4584434003341924,1,0
27036.349729289224,5,3,323,0.8999492892722827,0,0
31875.120775895346,14,2,261,0.6512647066178289,0,0
36307.30577279585,4,2,612,0.056180359718111195,0,0
48792.845452332105,18,1,700,0.811199944564652,1,1
25819.854411576755,21,4,399,0.9354015272175004,0,0
16154.594082332886,18,2,337,0.8294224399867706,0,0
39761.3578764875,9,1,300,0.7275414141557469,1,0
13548.90424059109,11,5,119,0.15012039581332148,1,0
21954.18132107475,21,6,558,0.3489998922525881,0,0
3932.0345032998753,3,4,413,0.5652868883480303,0,0
1277.283663338721,17,3,580,0.07686077937838953,0,0
48132.79424974947,15,0,384,0.10627021413578486,0,0
41800.64622440517,7,1,480,0.9342539220111499,1,0
34801.750562623965,3,0,305,0.7026911932759836,0,1
20453.55769126935,22,2,683,0.27508704605127554,0,0
8672.98306034158,11,0,870,0.3273603097613478,0,0
7830.2877631275915,1,2,196,0.3844293042801694,1,0
12519.642479248121,3,2,333,0.07507129257871692,1,0
27465.840968658962,4,3,20,0.7391769987144281,0,0
35732.650175776114,2,4,623,0.17683401209120564,1,1
33013.26686211939,8,2,658,0.8051200248207101,0,0
14003.895508327683,20,2,704,0.8458724297769336,0,0
47743.715380353075,17,3,433,0.6384341774274641,1,0
36897.46686562147,10,1,883,0.7698549433989131,1,0
27722.15908504492,2,2,426,0.17183516668604337,1,0
30589.920104255267,22,2,229,0.5759389826706368,0,0
20985.807120765217,1,3,524,0.6767993144461313,1,0
12394.072165162861,8,3,217,0.6615605808542778,0,0
17805.074205776567,13,3,990,0.11728987764318077,1,0
37894.72706211381,3,2,591,0.3443824624800381,0,0
729.5304966014959,8,3,375,0.32503752148233656,0,0
5812.471298940743,12,1,36,0.5725268725969084,0,0
2309.67207466742,17,2,776,0.7652371288677532,1,0
2046.0328279253172,14,2,28,0.5705903661702137,1,0
42774.47459471025,9,0,372,0.7548274386516542,1,0
35185.85639040738,15,3,86,0.09896759669900812,0,0
23713.949716075385,11,3,188,0.8781386908672774,1,0
4900.729690943564,19,4,305,0.5366170693642597,1,0
24585.87759709045,4,0,766,0.03749866046717287,1,0
23678.853821320477,1,0,422,0.6432130030224263,1,0
8668.36147680166,9,2,80,0.5173471873630755,0,0
21698.243945406273,0,1,186,0.22036956884856496,1,0
19931.251672524697,6,4,5,0.7644254586113547,0,0
30796.3464016303,16,2,558,0.93356825120798,0,0
31758.331606873515,15,3,866,0.32268345384350583,0,0
2274.7474485045054,23,0,497,0.493915682816369,0,0
18736.884605177296,2,2,509,0.12817499869842908,0,0
31296.737186554677,13,1,614,0.9297997237048161,1,1
25161.781566418584,9,1,971,0.31879605961923296,1,0
42825.927161004234,21,0,2,0.19478468369952584,0,0
32938.09464463106,6,1,217,0.47842867676945544,1,0
8155.09200980067,16,1,537,0.04328248950118074,0,0
3537.7316825474877,5,1,257,0.2528368312264049,0,0
32124.539717533717,22,0,735,0.06765773649141082,0,0
1335.3004139756745,21,3,453,0.12737115449419978,0,0
29292.92130786043,3,1,424,0.1121575508658681,1,1
47012.10976883363,16,0,324,0.8724199550179572,0,0
28777.95415201519,8,1,499,0.930434848034628,1,1
19414.61461106403,3,2,581,0.47452216578014605,1,0
32167.978039933234,6,3,197,0.6304170878533453,1,0
22918.061995670916,22,2,504,0.6959018972629984,1,0
27285.383297903587,1,3,272,0.39131332487206016,0,0
47073.82579073849,16,1,694,0.37021046704288785,1,0
19311.270863660706,23,1,959,0.6755690192236696,0,0
48059.91628555747,7,2,18,0.37671451524523847,1,0
45268.478591383624,22,1,107,0.5810095195501771,0,0
9797.598828116928,14,2,529,0.5151928108114577,0,0
3477.371430749521,14,1,125,0.5244606009009815,1,0
5047.892288857558,7,2,483,0.829358862876451,1,0
920.9090643209709,15,1,594,0.7040571088986965,1,0
4731.203608188861,18,4,4,0.9606826540380929,0,0
34153.508603083676,10,2,627,0.7909766272515796,1,0
3568.720536526847,1,1,351,0.14579251459989573,1,0
15955.591758385128,22,3,351,0.7384833029998428,1,0
42245.31679536303,23,2,649,0.6656475539671354,0,0
1173.3640674339351,16,1,799,0.6460439795113485,1,0
40725.2794446209,15,3,901,0.48074462619200364,1,0
14099.920190922263,14,3,228,0.062463919815986424,0,0
5917.059732806596,12,0,16,0.9514847675100698,1,0
34839.890896553894,14,1,810,0.8519246947244119,0,0
31450.852910526402,3,0,425,0.48680803741185796,0,0
43874.82595621738,15,0,464,0.15858096763080842,0,0
36756.20147975625,11,3,724,0.8244726578557586,0,1
40176.01170993858,3,1,246,0.4306716054091858,0,0
14108.908282839611,2,3,798,0.39011392350635943,0,0
8880.202793548344,21,0,794,0.6653822319327014,0,0
37533.23143452651,16,2,177,0.7586753985326515,0,0
40343.66861597053,21,4,543,0.06284073662045808,0,0
49525.352048613655,17,0,509,0.7675564164835129,0,0
20636.75766880221,17,0,562,0.7339405013516281,0,0
18607.18410878123,22,1,655,0.5892096105220436,0,0
38822.883907492425,16,2,564,0.3384189143581343,0,0
17046.76897724836,11,2,233,0.16480214725582787,0,0
46538.5587069222,22,2,678,0.10265296918386324,1,0
42922.05346463216,20,1,38,0.0011836937185679686,0,0
21455.411428477168,23,3,491,0.20646017569209285,1,0
37546.04467889696,3,2,444,0.41133697004997294,1,1
37729.59827549327,11,3,20,0.24364433140008435,1,0
5165.162203108271,22,1,611,0.3089790536050099,1,0
45128.61980491154,21,0,727,0.3904524153609902,1,0
25267.56609866838,20,3,556,0.3082623084654311,1,0
41324.608730726,19,0,111,0.7246210386587307,0,0
16009.279555520281,14,1,487,0.4917267891649699,1,0
44777.20619252506,22,1,89,0.019327147752040696,0,0
19466.191919920813,15,0,319,0.2266682313623034,0,0
551.7741975001151,4,2,118,0.7096582446345308,1,0
45270.04500119899,20,1,434,0.3009305232867858,0,0
4573.420972538816,14,2,918,0.9201417716990489,0,0
15972.488743144839,16,3,239,0.7126640474474206,1,0
47503.59773286974,17,5,72,0.28992697587964134,0,0
47530.85127540843,4,2,822,0.5164098461734441,1,0
28676.160027283073,12,3,905,0.6672390301801697,1,0
31595.542236368266,18,2,399,0.19336586533709532,1,0
22427.791643696204,12,3,816,0.2461874678868623,1,0
14667.606477186246,17,1,404,0.5071237458622565,1,0
16439.940623042097,13,2,675,0.9248947224902921,0,0
33629.19761929115,3,0,251,0.3440103668576152,1,0
37621.202726589625,3,1,869,0.4021303281007065,1,0
39581.03639585517,19,0,195,0.19062021068151358,0,0
39483.01095829975,19,3,572,0.5932086952731095,1,0
4569.393091404031,18,1,610,0.7401507472509984,1,0
24726.071032082047,12,2,930,0.44064226630962045,1,0
2887.362413232048,11,1,868,0.7502493796598184,1,0
27480.94882736354,6,0,867,0.3026047233679574,1,0
22082.109763655117,11,2,585,0.7069844180285014,1,0
44386.332096087404,20,2,222,0.25834453317045414,1,0
17552.241477478412,3,2,631,0.7806495417715702,0,0
5862.180151216017,1,1,182,0.8306415782992095,1,1
7158.154185821264,1,3,896,0.7977236683597888,0,0
38077.916479556436,4,4,730,0.215472605850626,1,1
30914.72098517989,22,2,256,0.6942494378939388,1,0
5065.122579378284,9,3,908,0.5385403873763492,1,0
4214.499237688722,9,2,88,0.9860369899890477,0,0
35051.44688164141,8,6,873,0.3615768209790641,0,0
3647.4226881460345,12,5,787,0.7712513528390406,0,0
41094.784363924904,6,1,492,0.37007811705731697,1,0
35315.04893555325,4,1,336,0.39685747415404193,1,1
4076.6255442885695,9,3,538,0.1109921844050974,0,0
4251.037327118744,9,3,407,0.23966118582619134,0,0
49332.11252927376,5,6,633,0.16448428657233694,1,1
18719.797079848457,18,2,289,0.1592005610439271,1,0
18538.400931873875,20,1,362,0.009016527651856121,1,0
40641.850367202554,7,0,441,0.7937807694727623,0,0
47362.9563834191,0,2,30,0.46793121793968084,0,0
49300.19318050532,16,3,919,0.804167567960758,1,0
37671.37548109449,6,2,714,0.6125504091988049,1,0
18819.21668069048,13,3,894,0.8313376624805094,1,0
4184.200827766452,20,1,548,0.5037650032374411,0,0
38859.57432721256,20,1,637,0.0940410211388345,1,0
27924.628444292895,16,3,223,0.6167636432339406,0,0
21216.858242256345,8,0,747,0.67776486226274,0,0
45318.655710885854,16,1,124,0.626504168301055,0,0
5568.762140484506,4,3,982,0.8013363152265798,1,0
24636.328963500047,19,2,683,0.7314992440062132,1,0
577.5687019232793,7,1,998,0.4326324491988691,0,0
23438.34549328637,5,1,962,0.8191036554552434,0,0
2824.600751335049,10,6,693,0.6917865421426879,1,0
5949.7076342409155,18,1,215,0.12036673851501101,0,0
5885.137076387473,3,2,118,0.5398729154498197,1,0
32464.023002782018,17,1,227,0.7285558062299383,1,0
37304.78351447851,0,1,891,0.5532882017182804,1,1
29172.60456720701,12,2,444,0.9490286509515976,1,1
48109.00569824235,13,2,549,0.10149126820876953,0,0
18749.780270389965,23,1,829,0.7223216928788276,1,0
14292.747193230218,0,2,608,0.8244508114295005,0,0
43431.27041819112,10,1,632,0.7026531949051722,0,0
11187.555967587437,16,3,437,0.3855850050644063,0,0
48161.49474663616,3,3,12,0.385480313203326,1,1
617.6021897439189,11,3,122,0.5865675050750127,1,0
48494.242547114874,9,3,547,0.39709803635452656,0,0
2167.5639984093,5,4,489,0.883182997365831,1,0
44558.24425376657,0,3,251,0.10993061829445039,1,0
26389.77844322413,6,0,579,0.6391573479727525,1,0
49648.31015800382,20,0,482,0.13411496077363771,1,0
3699.090271122589,15,2,550,0.5401598024990417,1,0
27697.175677222025,23,3,280,0.715581202410695,0,0
48465.43375559876,13,1,742,0.16551091656024897,1,0
26159.66123006574,22,2,337,0.7040332214896534,1,0
31473.637920381774,19,2,168,0.13998003121109093,0,0
34790.47696234101,19,3,961,0.620553745629139,1,0
22732.507827740985,5,0,953,0.5055530293228856,0,0
31381.62842340233,21,1,328,0.29807495380926163,0,0
29219.87245303578,4,1,246,0.11154873085530248,1,1
45058.88894444454,23,1,591,0.7358541396009165,0,0
2281.864553269479,20,0,626,0.38180513337700595,0,0
14055.349847715594,17,2,301,0.08653077727317637,1,0
47521.07008898717,14,0,729,0.7727893382727329,0,0
44514.28655670691,5,0,200,0.2328946834838207,1,0
22788.28107175779,18,2,893,0.7364520537055205,0,0
31010.42856409882,0,4,500,0.5648986859407367,1,0
13876.285337226822,0,1,864,0.19452901157905123,0,0
9414.176774590827,12,3,754,0.07640572717479199,1,0
23190.28326294971,2,1,13,0.5932490154026258,1,1
17674.07787902238,9,2,366,0.0252118322394288,0,0
29186.969031425095,20,2,719,0.06546448486411283,0,0
3895.954501879592,2,0,774,0.7022190819667006,1,0
48719.99643523166,8,3,97,0.5388738414013031,0,0
49310.67511653535,7,2,71,0.32629526565437694,0,0
34911.10408384706,2,7,993,0.5392279426684237,0,0
26809.457353542577,12,1,815,0.5916493275249195,1,0
15483.285538153525,5,2,861,0.5652858662444664,1,0
40691.61303515037,12,1,742,0.6425540115154905,1,0
34239.71131596842,22,1,357,0.9402881001903672,0,0
8139.220797851116,19,1,812,0.38877752008402544,0,0
45547.24995284718,19,6,544,0.3011514134575761,0,0
41128.63677372922,11,0,250,0.038434911030169716,1,0
47490.497665463285,12,1,254,0.14707305685676686,1,0
36288.718224334116,1,0,771,0.10624981588114268,1,0
30674.625644830136,20,6,182,0.33544418687246225,1,1
20917.96938416804,23,1,852,0.6099907288150554,0,0
46637.096882867125,22,2,974,0.046333891134583416,0,0
43304.53383612541,15,4,988,0.7276650044546848,0,0
2270.4813186084084,22,0,166,0.39743294997773926,1,0
1328.0850551176277,5,2,4,0.9635045157884546,0,0
